,job_uuid,job_title,normalized_job_title,importance,level,uuid,skill_name
922,ce1b77249ae156d76e1dc7aa7f91774c,"Arbitrators, Mediators, and Conciliators",arbitrators mediators and conciliators,1.11,0.25,c09c8f8c163907ac25a37c3dd591ba2e,engineering and technology
923,86f24888444bd5c7cf20db10e3e4d5f3,Pharmacy Aides,pharmacy aides,1.11,0.16,c09c8f8c163907ac25a37c3dd591ba2e,engineering and technology
924,38af74431b97a5fa4c6b8a6c9a34a568,Travel Agents,travel agents,1.11,0.2,c09c8f8c163907ac25a37c3dd591ba2e,engineering and technology
925,54dddfba5efacd479bf2670a4ec5e84d,Demonstrators and Product Promoters,demonstrators and product promoters,1.11,0.22,c09c8f8c163907ac25a37c3dd591ba2e,engineering and technology
926,68687d836b4fdceb7bd1603314e4bab5,Postal Service Mail Carriers,postal service mail carriers,1.11,0.2,c09c8f8c163907ac25a37c3dd591ba2e,engineering and technology
927,3bf48024176f0844db7a5cd329768a85,Compensation and Benefits Managers,compensation and benefits managers,1.1,0.19,c09c8f8c163907ac25a37c3dd591ba2e,engineering and technology
928,912b921a08cfa700a5c879e23625a928,Sociologists,sociologists,1.1,0.0,c09c8f8c163907ac25a37c3dd591ba2e,engineering and technology
929,8ab342c81b400740d83e06d1a10b6066,Payroll and Timekeeping Clerks,payroll and timekeeping clerks,1.1,0.22,c09c8f8c163907ac25a37c3dd591ba2e,engineering and technology
930,0d51230f2614fdcc9b3977c92b89e58b,Credit Checkers,credit checkers,1.1,0.03,c09c8f8c163907ac25a37c3dd591ba2e,engineering and technology
931,c87104a767ffe5f817fb497d8794802e,Order Clerks,order clerks,1.1,0.18,c09c8f8c163907ac25a37c3dd591ba2e,engineering and technology
932,a116caa33a8821518867f27c034ed0fa,Credit Counselors,credit counselors,1.09,0.16,c09c8f8c163907ac25a37c3dd591ba2e,engineering and technology
933,25ac429f9072293d27a836ee2a148f47,Models,models,1.09,0.12,c09c8f8c163907ac25a37c3dd591ba2e,engineering and technology
934,907b94bb36b8ac0e3c042eb15bc82212,Municipal Clerks,municipal clerks,1.09,0.1,c09c8f8c163907ac25a37c3dd591ba2e,engineering and technology
935,2b37b216741f461c273d8de23712dfd0,"Eligibility Interviewers, Government Programs",eligibility interviewers government programs,1.09,0.16,c09c8f8c163907ac25a37c3dd591ba2e,engineering and technology
936,9db00d72807fa7ff5d56a96e6fc7d2d8,"Billing, Cost, and Rate Clerks",billing cost and rate clerks,1.08,0.09,c09c8f8c163907ac25a37c3dd591ba2e,engineering and technology
937,6ced476575679aa4f24d2b5f7e9852df,Judicial Law Clerks,judicial law clerks,1.07,0.2,c09c8f8c163907ac25a37c3dd591ba2e,engineering and technology
938,90b9a0ebb86893e6d002055d6d8045f9,Travel Guides,travel guides,1.07,0.11,c09c8f8c163907ac25a37c3dd591ba2e,engineering and technology
939,6048ec3c3e75b24cbaf3287f5e55a4a9,"Education Administrators, Preschool and Childcare Center/Program",education administrators preschool and childcare centerprogram,1.06,0.11,c09c8f8c163907ac25a37c3dd591ba2e,engineering and technology
940,e3b9730de55b172090962480141ae92d,Fundraisers,fundraisers,1.06,0.09,c09c8f8c163907ac25a37c3dd591ba2e,engineering and technology
941,340ba58cc336fee4e3120d2a1a09b26b,Library Technicians,library technicians,1.05,0.1,c09c8f8c163907ac25a37c3dd591ba2e,engineering and technology
942,be14c7935b47e280e934d8908fa8f00c,Crossing Guards,crossing guards,1.05,0.13,c09c8f8c163907ac25a37c3dd591ba2e,engineering and technology
943,91820b26d87f9c9b801037fb99a115db,"Door-To-Door Sales Workers, News and Street Vendors, and Related Workers",doortodoor sales workers news and street vendors and related workers,1.05,0.11,c09c8f8c163907ac25a37c3dd591ba2e,engineering and technology
944,4c64455e593ecf01415f43be923ecd34,Correspondence Clerks,correspondence clerks,1.05,0.12,c09c8f8c163907ac25a37c3dd591ba2e,engineering and technology
945,da412504dd7b130414b7bbfa2acd563b,Proofreaders and Copy Markers,proofreaders and copy markers,1.05,0.13,c09c8f8c163907ac25a37c3dd591ba2e,engineering and technology
946,8a725e499d270dc97e9e3d87c939b96e,Court Clerks,court clerks,1.04,0.08,c09c8f8c163907ac25a37c3dd591ba2e,engineering and technology
947,bf8ac03befd42e46b3d8490802333378,"Bus Drivers, School or Special Client",bus drivers school or special client,1.04,0.08,c09c8f8c163907ac25a37c3dd591ba2e,engineering and technology
948,78e0562032df97cc82fcc48388cdf34b,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",postal service mail sorters processors and processing machine operators,1.03,0.06,c09c8f8c163907ac25a37c3dd591ba2e,engineering and technology
949,998a71de29e992c5dc61cd79c09b6cd7,"Law Teachers, Postsecondary",law teachers postsecondary,1.02,0.02,c09c8f8c163907ac25a37c3dd591ba2e,engineering and technology
950,2311892cb8cf483f3b6a17489be5057d,"History Teachers, Postsecondary",history teachers postsecondary,1.02,0.02,c09c8f8c163907ac25a37c3dd591ba2e,engineering and technology
951,90c550c8805a100bd96937740668cbc8,Loan Counselors,loan counselors,1.01,0.04,c09c8f8c163907ac25a37c3dd591ba2e,engineering and technology
952,7bbe67cb54b2e639a6a6e3fe505e54bb,Marriage and Family Therapists,marriage and family therapists,1.0,0.0,c09c8f8c163907ac25a37c3dd591ba2e,engineering and technology
953,a76814fe035ad5910922091a663b650f,"Child, Family, and School Social Workers",child family and school social workers,1.0,0.0,c09c8f8c163907ac25a37c3dd591ba2e,engineering and technology
